2015地区名次,地区,客户, 2015数量 , 2015含税金额 , 2016数量 , 2016含税金额 
15,广东省东莞市,东莞  王先生, 2 , 580 ,,
15,广东省东莞市,东莞兴发五金制品有限公司, 4 , 560 ,,
15,广东省东莞市,东莞市银发五金科技有限公司, 2 , 520 ,,
15,广东省东莞市,深圳四二一科技东莞办事处, 2 , 520 , 264 ," 25,002 "
15,广东省东莞市,东莞华昌公司, 3 , 495 , 15 ," 2,480 "
15,广东省东莞市,广东省汇聚环保有限公司, 3 , 490 ,,
15,广东省东莞市,东莞  韦亮全, 3 , 405 , 2 , 285 
15,广东省东莞市,东莞 赵先生, 2 , 330 ,,
15,广东省东莞市,东莞  黄先生, 1 , 260 ,,
15,广东省东莞市,东莞曾生, 2 , 260 , 1 , 90 
15,广东省东莞市,东莞陈小姐, 1 , 165 ,,
15,广东省东莞市,东莞研华宝元数控有限公司, 1 , 160 ,,
15,广东省东莞市,东莞今宝包装材料有限公司, 1 , 150 ,,
15,广东省东莞市,东莞  罗生, 1 , 135 ,,
15,广东省东莞市,沃研实验仪器有限公司, 1 , 120 ,,
15,广东省东莞市,德信贝斯达塑胶模具有限公司,,, 1 , 125 
15,广东省东莞市,东莞  邓辉,,, 8 ," 1,080 "
15,广东省东莞市,东莞  冯先生,,, 1 , 135 
15,广东省东莞市,东莞  杨明辉,,, 12 ," 1,405 "
15,广东省东莞市,东莞 陈红梅,,, 4 , 625 
15,广东省东莞市,东莞 洪榕生,,, 3 , 375 
15,广东省东莞市,东莞 谢治武,,, 1 , 170 
15,广东省东莞市,东莞 周先生,,, 2 , 270 
15,广东省东莞市,东莞 邹敦富,,, 2 , 370 
15,广东省东莞市,东莞高盛公司,,, 7 ," 1,270 "
15,广东省东莞市,东莞海逸水处理设备有限公司,,, 133 ," 19,855 "
15,广东省东莞市,东莞恒越实业有限公司,,, 1 , 165 
15,广东省东莞市,东莞康众水处理设备有限公司,,, 24 ," 2,280 "
15,广东省东莞市,东莞科宁净化,,, 1 , 125 
15,广东省东莞市,东莞蒙承芳,,, 11 ," 1,090 "
15,广东省东莞市,东莞三景  东莞水石净水设备,,, 2 , 225 
15,广东省东莞市,东莞石排兴和电子制冷配件行,,, 12 ," 1,800 "
15,广东省东莞市,东莞市宝元通检测设备有限公司,,, 65 ," 8,650 "
15,广东省东莞市,东莞市富又康净水设备有限公司,,, 12 ," 1,495 "
15,广东省东莞市,东莞市广林仪器设备有限公司,,, 3 , 345 
15,广东省东莞市,东莞市贺鹏环保科技有限公司,,, 36 ," 3,780 "
15,广东省东莞市,东莞市黄江镇金科伟业 路军,,, 2 , 270 
15,广东省东莞市,东莞市佳迪环保科技有限公司,,, 2 , 700 
15,广东省东莞市,东莞市马克制冷设备有限公司,,, 79 ," 13,105 "
15,广东省东莞市,东莞市迈沃实业发展有限公司,,, 72 ," 7,800 "
15,广东省东莞市,东莞市氢芝灵电子科技有限公司,,, 500 ," 62,500 "
15,广东省东莞市,东莞市心舟工业设备有限公司,,, 3 , 375 
15,广东省东莞市,东莞市亿田宠物用品有限公司,,, 2 , 345 
15,广东省东莞市,东莞市源泰鑫试验设备有限公司,,, 12 ," 1,500 "
15,广东省东莞市,东莞市志翔试验设备有限公司,,, 17 ," 1,905 "
15,广东省东莞市,东莞伟煌,,, 4 , 520 
15,广东省东莞市,东莞象力公司,,, 1 , 150 
15,广东省东莞市,东莞鑫汇仪器,,, 1 , 105 
15,广东省东莞市,三生（中国）健康产业有限公司）,,, 2 , 275 
15,广东省东莞市,兴晟鞋材,,, 1 , 180 
16,浙江省余姚市,余姚市亚东塑业有限公司," 5,570 "," 707,843 "," 4,735 "," 697,270 "
16,浙江省余姚市,浙江锐盛电子科技有限公司, 200 ," 18,400 ",,
16,浙江省余姚市,余姚市斯伯瑞净水设备厂, -12 ," -1,500 ",,
16,浙江省余姚市,余姚快益电器有限公司,,, 12 ," 1,250 "
17,吉林省长春市,长春市好水人家环保科技有限公司," 6,053 "," 650,923 "," 4,044 "," 392,112 "
17,吉林省长春市,长春莱博帕特科技发展有限公司, 70 ," 14,760 ", 65 ," 9,795 "
17,吉林省长春市,长春赛诺迈德医学科技有限责任公司, 62 ," 7,815 ", 27 ," 3,390 "
17,吉林省长春市,长春市六和庭装饰工程有限公司, 42 ," 4,640 ",,
17,吉林省长春市,长春 刘圆圆, 18 ," 2,580 ", 18 ," 2,580 "
17,吉林省长春市,长春王国庆, 1 , 130 ,,
17,吉林省长春市,吉林长春  李建龙,,, 1 , 115 
18,河南省郑州市,河南生命源水科技有限公司," 2,088 "," 203,760 "," 1,056 "," 100,500 "
18,河南省郑州市,郑州清力净水机," 1,364 "," 146,348 ", 994 ," 96,480 "
18,河南省郑州市,郑州优德实业股份有限公司," 1,000 "," 117,000 ",,
18,河南省郑州市,郑州众邦仁和机械设备有限公司, 354 ," 80,924 "," 1,308 "," 150,504 "
18,河南省郑州市,河南强生环保设备有限公司, 252 ," 32,664 ",,
18,河南省郑州市,郑州优普仪器设备有限公司, 86 ," 16,040 ",,
18,河南省郑州市,郑州优尔普仪器设备有限公司, 90 ," 14,745 ", 108 ," 17,880 "
18,河南省郑州市,郑州大勤净水, 48 ," 6,840 ",,
18,河南省郑州市,河南森空仪器设备有限公司, 42 ," 5,805 ", 38 ," 6,680 "
18,河南省郑州市,郑州溢泰水处理设备有限公司, 36 ," 5,760 ",,
18,河南省郑州市,河南中蓝水处理工程有限公司, 25 ," 4,940 ",,
18,河南省郑州市,河南省济源市 苏会霞, 24 ," 2,880 ",,
18,河南省郑州市,郑州管城区鑫利源, 12 ," 1,800 ",,
18,河南省郑州市,郑州鑫利源, 12 ," 1,800 ",,
18,河南省郑州市,郑州三水科技有限公司, 12 ," 1,740 ",,
18,河南省郑州市,河南温县志高净水机专卖店, 12 ," 1,500 ",,
18,河南省郑州市,河南  牛军, 5 , 655 , 24 ," 2,676 "
18,河南省郑州市,郑州 赵晓森, 2 , 580 ,,
18,河南省郑州市,郑州 岳宗江, 4 , 510 ,,
18,河南省郑州市,郑州市鑫盼机电设备有限公司, 2 , 330 ,,
18,河南省郑州市,河南焦作 徐伟, 1 , 165 ,,
18,河南省郑州市,河南济源  李道新,,, 100 ," 9,000 "
18,河南省郑州市,河南省水的事净水设备有限公司,,, 1 , 140 
18,河南省郑州市,河南顺心家电,,, 12 ," 1,140 "
18,河南省郑州市,河南郑州  吴素利,,, 12 ," 2,240 "
18,河南省郑州市,郑州净韵净水机工厂,,," 1,004 "," 105,762 "
18,河南省郑州市,郑州西普德科技股份有限公司,,, 14 ," 1,580 "
18,河南省郑州市,郑州阳申机械制造有限公司,,, 60 ," 5,700 "
19,四川省重庆,重庆美上美水处理设备有限公司（重庆摩尔）," 2,003 "," 350,710 "," 1,898 "," 351,080 "
19,四川省重庆,重庆力德高端水处理设备研发有限公司, 206 ," 29,905 ", 164 ," 24,095 "
19,四川省重庆,重庆市安特生环保设备有限公司, 233 ," 28,600 ", 96 ," 11,400 "
19,四川省重庆,重庆摩尔水处理设备有限公司, 145 ," 27,950 ",,
19,四川省重庆,重庆佳尼特水处理有限公司, 114 ," 20,260 ", 180 ," 31,140 "
19,四川省重庆,重庆华创水处理工程有限公司, 144 ," 17,460 ", 109 ," 14,660 "
19,四川省重庆,重庆阿泰可科技股份有限公司, 142 ," 17,180 ", 222 ," 26,860 "
19,四川省重庆,重庆颐洋企业发展有限公司, 120 ," 16,950 ", 386 ," 62,554 "
19,四川省重庆,重庆台浦科技有限公司, 78 ," 11,868 ",,
19,四川省重庆,重庆  孟宪虎, 60 ," 7,200 ", 24 ," 2,820 "
19,四川省重庆,重庆市乾崃仪器有限公司, 60 ," 6,480 ", 24 ," 2,760 "
19,四川省重庆,重庆久大水处理设备有限公司, 24 ," 2,880 ",,
19,四川省重庆,重庆  张功进, 24 ," 2,840 ",,
19,四川省重庆,四川  黄英, 24 ," 2,520 ",,
19,四川省重庆,重庆  沈和平, 12 ," 1,860 ",,
19,四川省重庆,重庆  傅廷兵, 12 ," 1,500 ",,
19,四川省重庆,重庆荣昌  雷卫东, 12 ," 1,500 ", 24 ," 3,000 "
19,四川省重庆,重庆义尔水处理设备有限公司, 12 ," 1,500 ",,
19,四川省重庆,重庆 肖川, 12 ," 1,440 ", 48 ," 5,760 "
19,四川省重庆,重庆市荣昌县  兰彬, 12 ," 1,440 ", 24 ," 2,760 "
19,四川省重庆,重庆恒诺水处理设备有限公司, 9 ," 1,330 ", 42 ," 6,705 "
19,四川省重庆,重庆市金富科技发展有限公司, 3 , 420 ,,
19,四川省重庆,重庆市亚特蓝电器有限责任公司, 1 , 305 ,,
19,四川省重庆,重庆 蒋玉明, 1 , 300 ,,
19,四川省重庆,重庆创康净水设备有限公司, 1 , 290 ,,
19,四川省重庆,重庆艾禾东机电有限公司, 1 , 160 ,,
19,四川省重庆,重庆  张俊, 1 , 105 ,,
19,四川省重庆,四川省自贡市荣县程国超,,, 1 , 165 
19,四川省重庆,四川重庆 吴成彬,,, 1 , 165 
19,四川省重庆,重庆 蒋光林,,, 4 , 810 
19,四川省重庆,重庆 刘先生,,, 9 ," 1,240 "
19,四川省重庆,重庆恩拉科技有限公司,,, 27 ," 3,505 "
19,四川省重庆,重庆高攀科技有限公司,,, 1 , 155 
19,四川省重庆,重庆荣昌美的净水机,,, 12 ," 1,440 "
19,四川省重庆,重庆荣昌县 林洪高,,, 12 ," 1,440 "
19,四川省重庆,重庆威仰净水设备有限公司,,, 15 ," 2,025 "
19,四川省重庆,重庆芸峰药业有限公司,,, 1 , 100 
20,江苏省苏州市,莱克电气绿能科技（苏州）有限公司," 4,014 "," 391,948 ",,
20,江苏省苏州市,苏州华爱电子有限公司, 390 ," 58,200 ", 927 ," 136,444 "
20,江苏省苏州市,苏州天乙净水科技有限公司, 146 ," 16,825 ", 181 ," 23,330 "
20,江苏省苏州市,苏州蓝鲸饮水器材科技有限公司, 121 ," 13,570 ", 75 ," 8,285 "
20,江苏省苏州市,苏州腾纳环保科技有限公司, 84 ," 12,600 ", 72 ," 12,360 "
20,江苏省苏州市,巨孚仪器（苏州）有限公司, 44 ," 4,356 ", 100 ," 9,900 "
20,江苏省苏州市,江苏苏州 刘慧, 13 ," 2,895 ", 27 ," 4,320 "
20,江苏省苏州市,江苏海鼎电气科技有限公司, 13 ," 2,830 ", 3 , 600 
20,江苏省苏州市,幸叶电子（苏州）有限公司, 8 ," 2,601 ", 3 , 435 
20,江苏省苏州市,苏州伊麦特机电设备有限公司, 24 ," 2,280 ", 48 ," 4,440 "
20,江苏省苏州市,苏州金瀑雨环保科技有限公司, 13 ," 1,570 ", 61 ," 8,445 "
20,江苏省苏州市,苏州松特自动化系统有限公司, 1 , 320 ,,
20,江苏省苏州市,江苏创源电子有限公司,,, 4 , 480 
20,江苏省苏州市,苏州天曜水处理设备有限公司,,, 13 ," 2,580 "
21,江苏省南京市,南京诚善科技有限公司, 549 ," 224,730 ", 675 ," 225,850 "
21,江苏省南京市,南京易普易达科技发展有限公司, 654 ," 105,000 ", 390 ," 56,940 "
21,江苏省南京市,南京水杯子净水科技有限公司, 219 ," 50,610 ", 170 ," 53,675 "
21,江苏省南京市,南京健邦锦源医疗仪器有限公司, 88 ," 17,790 ", 126 ," 27,615 "
21,江苏省南京市,南京欧铠环境科技有限公司, 98 ," 12,700 ", 141 ," 21,360 "
21,江苏省南京市,南昌市俊源科技有限公司, 66 ," 9,960 ",,
21,江苏省南京市,南京权坤生物科技有限公司, 66 ," 9,925 ", 68 ," 10,640 "
21,江苏省南京市,江苏新沂李广文, 49 ," 6,730 ",,
21,江苏省南京市,南京总馨纯水设备有限公司, 24 ," 5,000 ", 2 , 500 
21,江苏省南京市,昆山怡口净水系统有限公司, 40 ," 3,955 ",,
21,江苏省南京市,南京百达翡机电有限公司, 18 ," 3,780 ",,
21,江苏省南京市,南京卡妮娜电子科技公司, 20 ," 3,180 ",,
21,江苏省南京市,南京五福医药科技有限公司, 24 ," 2,280 ",,
21,江苏省南京市,吉麒净水科技（昆山）有限公司, 8 ," 2,150 ",,
21,江苏省南京市,江苏联发纺织股份有限公司, 4 , 540 ,,
21,江苏省南京市,江苏  李杰, 1 , 440 ,,
21,江苏省南京市,江苏省昆山市  纪明良, 1 , 120 ,,
21,江苏省南京市,南京瑞合广工业技术有限公司,,, 1 , 145 
22,湖南省长沙市,湖南创纯水处理设备有限公司, 650 ," 98,180 "," 2,653 "," 360,820 "
22,湖南省长沙市,湖南科尔顿水务有限公司, 557 ," 82,600 ", 384 ," 57,540 "
22,湖南省长沙市,长沙沃恩环保科技有限公司, 409 ," 57,570 ", 406 ," 56,060 "
22,湖南省长沙市,湖南正欣净水配件商行（湖南双兴）, 336 ," 37,980 ", 276 ," 26,520 "
22,湖南省长沙市,湖南大地环保科技有限公司, 120 ," 30,000 ",,
22,湖南省长沙市,湖南中沃水务环保科技有限公司, 161 ," 27,730 ", 144 ," 21,300 "
22,湖南省长沙市,昆山市鑫川太机电有限公司, 165 ," 25,575 ", 42 ," 6,090 "
22,湖南省长沙市,湖南康之源科技有限公司, 60 ," 15,000 ", 84 ," 21,000 "
22,湖南省长沙市,湖南长沙朱德贵, 82 ," 10,670 ", 204 ," 22,632 "
22,湖南省长沙市,长沙康帝环保科技有限公司, 96 ," 10,530 ", 12 ," 1,140 "
22,湖南省长沙市,湖南长海现代实验室设备有限公司, 17 ," 5,360 ", 17 ," 2,565 "
22,湖南省长沙市,长沙零距离, 48 ," 5,280 ", 48 ," 4,560 "
22,湖南省长沙市,长沙市康丽根净水设备有限公司, 48 ," 4,560 ", 60 ," 5,580 "
22,湖南省长沙市,湖南清水蓝天生物科技有限公司, 26 ," 3,400 ", 12 ," 1,450 "
22,湖南省长沙市,湖南  龚禧, 24 ," 2,280 ",,
22,湖南省长沙市,湖南长沙  王鹏杰, 12 ," 1,140 ",,
22,湖南省长沙市,长沙悦吉机电设备有限公司, 4 , 600 ,,
22,湖南省长沙市,湖南清辰净水, 4 , 540 ,,
22,湖南省长沙市,长沙  刘辰罡, 2 , 210 , 4 , 475 
22,湖南省长沙市,湖南升华科技有限公司, 1 , 176 ,,
22,湖南省长沙市,湖南省丽拓生物科技有限公司,,, 48 ," 4,740 "
22,湖南省长沙市,湖南省长沙县江背镇古井村七七超市胡耀辉收。电话：13974808925,,, 12 ," 1,500 "
22,湖南省长沙市,湖南杨锋,,, 12 ," 1,440 "
22,湖南省长沙市,长沙市岳麓区子杰实验设备有限公司,,, 20 ," 3,150 "
22,湖南省长沙市,长沙是芙蓉区康利根净水设备经营部,,, 24 ," 2,260 "
23,广东省珠海市,珠海森龙生物科技有限公司," 2,830 "," 370,750 "," 3,550 "," 439,200 "
23,广东省珠海市,珠海纳米德水处理科技有限公司, 102 ," 13,481 ", 35 ," 4,220 "
23,广东省珠海市,珠海市爱高普净水工程有限公司, 8 ," 2,000 ", 59 ," 12,835 "
23,广东省珠海市,珠海澳晨, 2 , 210 , 4 , 605 
23,广东省珠海市,珠海 梁益逢,,, 1 , 120 
24,福建省福清市,福建宇信电子设备有限公司," 3,210 "," 328,500 "," 3,526 "," 387,380 "
25,广东省江门市,江门市江海区澳新科净水设备有限公司," 1,418 "," 135,506 "," 1,238 "," 119,284 "
25,广东省江门市,广东豪美电器有限公司, 916 ," 93,495 ",,
25,广东省江门市,广东普宁  林良进, 228 ," 23,466 ", 132 ," 12,468 "
25,广东省江门市,江门市蓬江区安吉尔饮水设备有限公司, 204 ," 21,560 ", 48 ," 4,440 "
25,广东省江门市,江门市新会区佳泉水处理有限公司, 72 ," 10,560 ", 131 ," 18,590 "
25,广东省江门市,江门市江海区 吴庭伟, 48 ," 4,800 ",,
25,广东省江门市,江门市澳倍思净水器, 25 ," 2,945 ", 12 ," 1,140 "
25,广东省江门市,江门  梁文成, 24 ," 2,370 ", 12 ," 1,140 "
25,广东省江门市,江门新会百益净水设备公司, 12 ," 1,370 ", 12 ," 1,140 "
25,广东省江门市,新浦五金物资有限公司, 4 ," 1,070 ", 1 , 260 
25,广东省江门市,江门市新会区嘉宁模具厂, 10 ," 1,025 ",,
25,广东省江门市,江门晶达机电有限公司, 4 , 600 ,,
25,广东省江门市,江门梁建明, 4 , 590 ,,
25,广东省江门市,江门 苏先生, 2 , 520 ,,
25,广东省江门市,江门信德工程, 2 , 520 ,,
25,广东省江门市,江门市蓬江区粤锋饮水设备有限公司, 1 , 160 , 2 , 300 
25,广东省江门市,江门滔滔净水, 1 , 150 ,,
25,广东省江门市,东之光电子有限公司, 1 , 105 ,,
25,广东省江门市,浩成饮用水设备,,, 23 ," 2,145 "
25,广东省江门市,江门 伍生,,, 1 , 100 
25,广东省江门市,江门海光饮水设备有限公司,,, 10 ," 3,560 "
25,广东省江门市,江门汇源净水设备有限公司,,, 24 ," 2,757 "
25,广东省江门市,江门莫生,,, 3 , 510 
25,广东省江门市,江门市简爱电器有限公司,,, 32 ," 4,440 "
25,广东省江门市,江门市蓬江区万达金属制品有限公司,,, 13 ," 1,630 "
26,福建省漳州市,福建办事处," 2,279 "," 264,845 "," 1,273 "," 150,815 "
26,福建省漳州市,力合科技（湖南）股份有限公司,,, 1 , 180 
26,福建省漳州市,漳州莲环环境检测有限公司,,, 1 , 150 
27,江苏省徐州市,江苏永冠给排水设备有限公司," 2,040 "," 250,347 ", 741 ," 106,800 "
27,江苏省徐州市,徐州浩富机械设备有限公司, 22 ," 3,845 ", 20 ," 1,900 "
27,江苏省徐州市,昆山今仪检测设备有限公司, 24 ," 2,640 ", 12 ," 1,680 "
27,江苏省徐州市,江苏  刘康, 4 , 680 ,,
27,江苏省徐州市,江苏  刘伟, 2 , 630 , 7 ," 1,260 "
27,江苏省徐州市,徐州金美水处理工程有限公司, 2 , 320 , 2 , 320 
27,江苏省徐州市,东吴净水,,, 6 ," 2,588 "
27,江苏省徐州市,南浩淼净水,,, 10 ," 1,205 "
27,江苏省徐州市,新沂市宝源钢金属制品有限公司,,, 20 ," 2,500 "
27,江苏省徐州市,徐州卡邦水处理工程有限公司,,, 4 , 490 
27,江苏省徐州市,徐州市九翔水处理设备有限公司,,, 22 ," 2,900 "
27,江苏省徐州市,徐州永成环境工程设备有限公司,,, 2 , 520 
28,山东省青岛市,青岛市李沧区 张小鹏, 180 ," 49,032 ",,
28,山东省青岛市,青岛富勒姆科技有限公司, 310 ," 41,080 ",,
28,山东省青岛市,青岛浦康水处理设备有限公司, 96 ," 40,320 ", 166 ," 64,220 "
28,山东省青岛市,青州市九阳养殖设备有限公司, 308 ," 36,960 ", 500 ," 57,000 "
28,山东省青岛市,青岛海力商用电器有限公司, 149 ," 26,980 ", 372 ," 65,970 "
28,山东省青岛市,青岛澳德龙电子科技有限公司, 84 ," 21,000 ", 42 ," 7,805 "
28,山东省青岛市,青岛澳柯玛太阳能技术工程有限公司, 100 ," 9,500 ",,
28,山东省青岛市,三泰万维思源（青岛）健康科技有限公司, 55 ," 7,700 ",,
28,山东省青岛市,青岛诺亚水务工程有限公司, 21 ," 4,350 ", 12 ," 3,000 "
28,山东省青岛市,青岛  栾永霞, 12 ," 1,800 ",,
28,山东省青岛市,青岛鑫圣海伦科技发展有限公司, 4 ," 1,100 ",,
28,山东省青岛市,青岛春雷科技发展有限公司, 2 , 880 , 4 ," 1,520 "
28,山东省青岛市,青岛亿佳美水处理设备有限公司, 2 , 810 ,,
28,山东省青岛市,青岛鸿钧电器有限公司, 5 , 75 , 12 ," 2,970 "
28,山东省青岛市,青岛  张文良,,, 1 , 150 
29,天津,天津市田水净源环保科技发展有限公司," 1,308 "," 139,560 ", 572 ," 64,060 "
29,天津,天津奥爱思环保科技有限公司, 600 ," 60,540 ", 86 ," 8,580 "
29,天津,天津市茂源金辙科技有限公司, 116 ," 20,240 ",,
29,天津,天津市易家康科技发展有限公司, 48 ," 4,940 ",,
29,天津,天津成星号科技发展有限公司, 35 ," 4,600 ", 10 ," 1,200 "
29,天津,天津锐纯科技有限公司, 12 ," 3,000 ",,
29,天津,天津海普尔膜科技有限公司, 8 ," 2,660 ",,
29,天津,天津市商泰过滤设备厂, 10 ," 2,050 ", 8 ," 1,740 "
29,天津,天津中峰悦成科技发展有限公司, 8 ," 1,200 ",,
29,天津,天津阿尔赛德自动化科技有限公司, 2 , 210 ,,
29,天津,天津沃驰科技有限公司,,, 3 , 540 
29,天津,天津语瓶仪器技术有限公司,,, 10 ," 1,200 "
30,四川省德阳市,四川怡升环保科技有限公司," 1,728 "," 206,604 ",,
30,四川省德阳市,四川德阳甜井水处理设备有限公司, 124 ," 14,450 ", 140 ," 16,040 "
30,四川省德阳市,四川  向方理, 30 ," 4,595 ", 2 , 200 
30,四川省德阳市,四川 丰世富, 2 , 220 ,,
31,山东省济南市,滕州市世韩环保科技有限公司, 104 ," 22,460 ", 436 ," 107,300 "
31,山东省济南市,济南鑫贝西生物技术有限公司, 155 ," 21,600 ",,
31,山东省济南市,济南市华晶净水设备有限公司, 156 ," 20,660 ", 264 ," 29,820 "
31,山东省济南市,山东中宇环保科技有限公司, 74 ," 20,470 ",,
31,山东省济南市,济南尚恩环保科技有限公司, 60 ," 13,500 ",,
31,山东省济南市,山东博科生物产业有限公司, 100 ," 13,500 ", 80 ," 10,800 "
31,山东省济南市,济南市天桥区那美管家净水设备商行, 85 ," 12,020 ", 48 ," 7,185 "
31,山东省济南市,济宁鑫通智能科技有限公司, 42 ," 11,760 ", 30 ," 7,500 "
31,山东省济南市,山东 魏远波, 72 ," 10,100 ", 19 ," 2,570 "
31,山东省济南市,济南飞蓝水处理设备有限公司, 23 ," 9,830 ",,
31,山东省济南市,山东滨州 张波, 24 ," 6,720 ",,
31,山东省济南市,山东菏泽  陈永, 36 ," 3,840 ",,
31,山东省济南市,山东沁园净水器专卖, 5 ," 1,400 ", 32 ," 5,420 "
31,山东省济南市,济南金茂科创科技有限公司, 12 ," 1,375 ",,
31,山东省济南市,济南  魏小武, 12 ," 1,320 ",,
31,山东省济南市,济南美途仪器设备有限公司, 2 , 300 ,,
31,山东省济南市,山东济南刘德刚, 1 , 260 ,,
31,山东省济南市,山东艾克美仪器设备有限公司, 1 , 190 , 19 ," 2,425 "
31,山东省济南市,山东蓬莱市  王兆余, 1 , 165 ,,
31,山东省济南市,济南正平自动化设备有限公公司, 1 , 150 ,,
31,山东省济南市,济南 石华,,," 2,496 "," 387,804 "
31,山东省济南市,济南奥力原,,, 36 ," 7,145 "
31,山东省济南市,济南郭宏军,,, 12 ," 1,380 "
31,山东省济南市,济南启科仪器设备有限公司,,, 12 ," 1,590 "
31,山东省济南市,济南千亚净化设备有限公司,,, 428 ," 114,840 "
31,山东省济南市,山东滨州  叶永刚,,, 2 , 295 
31,山东省济南市,山东滨州水世界  安丰顺,,, 12 ," 1,320 "
31,山东省济南市,山东环投环境工程有限公司,,, 60 ," 6,900 "
32,浙江省杭州市,杭州泰戈水处理设备有限公司, 717 ," 113,300 ",,
32,浙江省杭州市,杭州美美科技有限公司, 60 ," 8,880 ", 44 ," 6,720 "
32,浙江省杭州市,杭州欧露环境科技有限公司, 40 ," 8,560 ", 1 , 360 
32,浙江省杭州市,杭州永洁达净化科技有限公司, 60 ," 7,500 ", 144 ," 18,000 "
32,浙江省杭州市,杭州水盾科技有限公司, 39 ," 4,350 ",,
32,浙江省杭州市,杭州   王松岭, 13 ," 2,300 ",,
32,浙江省杭州市,杭州水享环境科技有限公司, 12 ," 1,200 ",,
32,浙江省杭州市,杭州   江才华, 12 ," 1,140 ",,
32,浙江省杭州市,浙江  朱丽华, 2 , 880 ,,
32,浙江省杭州市,浙江双星电器厂, 3 , 450 ,,
32,浙江省杭州市,杭州久田环保设备有限公司, 2 , 360 ,,
32,浙江省杭州市,杭州市古尚电器有限公司, 1 , 150 ,,
32,浙江省杭州市,浙江理工大学 蓝杰蕊, -   , -   ,,
32,浙江省杭州市,杭州金谱科学仪器有限公司,,, 1 , 150 
32,浙江省杭州市,杭州利安生物科技有限公司,,, 22 ," 3,160 "
32,浙江省杭州市,杭州水处理技术研究开发中心有限公司,,, 3 , 900 
32,浙江省杭州市,杭州天创环境科技股份有限公司,,, 40 ," 4,995 "
32,浙江省杭州市,乐清市科茂电气有限公司,,, 1 , 180 
32,浙江省杭州市,浙江碧源环保科技有限公司,,, 1 , 470 
32,浙江省杭州市,浙江桐乡市  戴水林,,, 12 ," 1,080 "
33,江苏省太仓市,太仓鸿宇水处理器材设备有限公司," 1,550 "," 146,100 "," 1,112 "," 103,120 "
33,江苏省太仓市,太仓百川水处理设备有限公司, 5 ," 1,065 ",,
33,江苏省太仓市,昆山雪莲水处理设备有限公司,,, 1 , 200 
34,云南省昆明市,昆明碧涛环保科技有限公司, 360 ," 99,360 ", 237 ," 33,775 "
34,云南省昆明市,云南琦宇节能科技开发有限责任公司, 100 ," 28,000 ",,
34,云南省昆明市,昆明龙江环保设备有限公司, 90 ," 9,900 ",,
34,云南省昆明市,昆明钵凯净水设备制造有限公司, 40 ," 7,625 ",,
34,云南省昆明市,海南立昇净水科技实业有限公司, 9 ," 1,877 ",,
34,云南省昆明市,昆明 李学英,,, 12 ," 1,800 "
34,云南省昆明市,昆明诚善科技有限公司,,, 2 , 910 
34,云南省昆明市,云南植物药业有限公司,,, 7 , 945 
35,山东省诸城市,诸城万家净水设备, 808 ," 119,880 ", 628 ," 86,193 "
35,山东省诸城市,诸城市  王玮, 2 , 320 ,,
36,山东省潍坊市,山东潍纺威铭净水设备有限公司, 285 ," 37,535 ", 60 ," 7,825 "
36,山东省潍坊市,山东科林诗尔净水公司, 131 ," 25,280 ",,
36,山东省潍坊市,滕州市经纬分析仪器有限责任公司, 132 ," 15,100 ",,
36,山东省潍坊市,山东 李启胜, 84 ," 8,850 ", 72 ," 7,940 "
36,山东省潍坊市,山东青州鲲宇水家电, 30 ," 3,600 ",,
36,山东省潍坊市,山东  马长良, 12 ," 3,360 ",,
36,山东省潍坊市,山东天维膜技术有限公司, 12 ," 3,120 ",,
36,山东省潍坊市,山东 崔振涛, 12 ," 2,190 ", 2 , 840 
36,山东省潍坊市,潍坊康婧医疗器械有限公司, 4 ," 1,040 ",,
36,山东省潍坊市,山东雅士股份有限公司, 6 , 960 ,,
36,山东省潍坊市,山东 盛跃东, 3 , 870 , 2 , 520 
36,山东省潍坊市,山东富迪电气有限公司,,, 1 , 180 
36,山东省潍坊市,山东潍坊  邓建珍,,, 4 , 675 
36,山东省潍坊市,潍坊中泰机电设备有限公司,,, 1 , 140 
37,山东省泰安市,山东阳光伴侣太阳能公司, 708 ," 83,542 ",,
37,山东省泰安市,山东泰安  刘秀双, 14 ," 1,350 ",,
37,山东省泰安市,山东泰安市岱岳区粥店美好净水设备专卖店-李新东, 7 , 875 ,,
37,山东省泰安市,山东泰安  路法林,,, 36 ," 3,980 "
37,山东省泰安市,泰安亿达美,,, 72 ," 9,240 "
38,江苏省常州市,江苏美淼环保科技有限公司, 447 ," 70,160 ", 701 ," 105,630 "
38,江苏省常州市,常州崴特环境科技有限公司, 35 ," 4,375 ",,
38,江苏省常州市,江苏格瑞力德空调制冷设备有限公司, 12 ," 1,740 ", 12 ," 1,800 "
38,江苏省常州市,江苏沁尔康环境电器有限公司, 4 ," 1,740 ",,
38,江苏省常州市,常州市美强医疗仪器设备有限公司,,, 12 ," 1,800 "
39,湖北省武汉市,湖北雀尔沃环保科技有限公司, 100 ," 16,500 ",,
39,湖北省武汉市,武汉吉百瑞科技有限责任公司, 98 ," 15,200 ", 93 ," 13,560 "
39,湖北省武汉市,武汉科信科学仪器有限公司, 24 ," 6,720 ", 36 ," 9,360 "
39,湖北省武汉市,武汉  宋建章, 36 ," 5,090 ",,
39,湖北省武汉市,武汉品冠仪器设备有限公司, 29 ," 4,370 ", 113 ," 15,743 "
